OID,Name,NCI Codelist Code,Data Type,Order,Term,NCI Term Code,Decoded Value,Comment,IsNonStandard,StandardOID,Term Date Published,Term Status,Term Ext Code ID,Term Submission Value,Term Synonym,Term Definition,Term Preferred Term,CL Extensible,CL Date Published,CL Status,CL Ext Code ID,CL Submission Value,CL Synonym,CL Definition,CL Preferred Term
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,228,TUV,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000270,TUV,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,219,THA,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000250,THA,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,229,TWN,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000242,TWN,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,230,TZA,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000247,TZA,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,231,UGA,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000272,UGA,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,232,UKR,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000278,UKR,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,250,ZWE,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000223,ZWE,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,233,UMI,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000271,UMI,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,249,ZMB,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000222,ZMB,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,248,ZAF,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000219,ZAF,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,218,TGO,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000252,TGO,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,234,URY,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000192,URY,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,217,TCD,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000037,TCD,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,247,YEM,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000221,YEM,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,224,TON,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000257,TON,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,221,TKL,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000256,TKL,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,193,SDN,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000227,SDN,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,210,SVN,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000206,SVN,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,166,NIU,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000201,NIU,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,165,NIC,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000188,NIC,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,164,NGA,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000196,NGA,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,163,NFK,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000202,NFK,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,162,NER,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000195,NER,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,161,NCL,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000275,NCL,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,160,NAM,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000033,NAM,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,159,MYT,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000137,MYT,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,158,MYS,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000108,MYS,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,157,MWI,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000107,MWI,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,156,MUS,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000136,MUS,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,155,MTQ,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000127,MTQ,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,195,SGP,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000198,SGP,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,154,MSR,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000165,MSR,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,196,SGS,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000253,SGS,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,153,MRT,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000128,MRT,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,197,SHN,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000255,SHN,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,198,SJM,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000233,SJM,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,152,MOZ,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000176,MOZ,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,199,SLB,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000212,SLB,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,200,SLE,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000197,SLE,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,167,NLD,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000274,NLD,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,168,NOR,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000210,NOR,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,169,NPL,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000273,NPL,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,170,NRU,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000034,NRU,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,192,SAU,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000277,SAU,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,191,RWA,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000249,RWA,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,190,RUS,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000248,RUS,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,189,ROU,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000245,ROU,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,188,REU,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000244,REU,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,187,QAT,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000243,QAT,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,186,PYF,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000038,PYF,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,185,PSE,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000218,PSE,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,184,PRY,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000229,PRY,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,183,PRT,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000239,PRT,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,151,MNP,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000203,MNP,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,182,PRK,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000041,PRK,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,180,POL,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000235,POL,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,179,PNG,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000225,PNG,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,178,PLW,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000217,PLW,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,177,PHL,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000231,PHL,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,176,PER,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000230,PER,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,175,PCN,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000234,PCN,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,174,PAN,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000224,PAN,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,173,PAK,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000216,PAK,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,172,OMN,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000211,OMN,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,171,NZL,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000187,NZL,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,181,PRI,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000240,PRI,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,150,MNG,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000157,MNG,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,149,MNE,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000164,MNE,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,148,MMR,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000177,MMR,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,126,LBN,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000061,LBN,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,125,LAO,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000059,LAO,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,124,KWT,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000049,KWT,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,123,KOR,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000042,KOR,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,122,KNA,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000258,KNA,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,121,KIR,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000040,KIR,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,120,KHM,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000167,KHM,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,207,STP,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000276,STP,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,119,KGZ,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000050,KGZ,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,118,KEN,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000032,KEN,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,206,SSD,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000228,SSD,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,117,KAZ,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000031,KAZ,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,116,JPN,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000172,JPN,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,115,JOR,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000174,JOR,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,194,SEN,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000189,SEN,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,114,JEY,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000173,JEY,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,113,JAM,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000163,JAM,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,112,ITA,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000162,ITA,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,111,ISR,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000154,ISR,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,110,ISL,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000125,ISL,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,109,IRQ,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000143,IRQ,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,209,SVK,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000205,SVK,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,208,SUR,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000232,SUR,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,211,SWE,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000237,SWE,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,127,LBR,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000070,LBR,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,204,SPM,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000264,SPM,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,147,MLT,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000117,MLT,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,146,MLI,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000116,MLI,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,145,MKD,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S28212,MKD,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,144,MHL,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000126,MHL,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,143,MEX,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000145,MEX,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,142,MDV,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000109,MDV,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,141,MDG,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000097,MDG,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,140,MDA,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000155,MDA,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,139,MCO,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000156,MCO,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,138,MAR,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000175,MAR,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,205,SRB,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000190,SRB,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,201,SLV,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000132,SLV,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,135,LVA,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000060,LVA,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,134,LUX,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000089,LUX,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,133,LTU,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000088,LTU,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,132,LSO,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000069,LSO,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,202,SMR,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000269,SMR,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,131,LKA,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000226,LKA,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,203,SOM,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000213,SOM,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,130,LIE,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000079,LIE,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,129,LCA,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000259,LCA,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,128,LBY,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000078,LBY,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,136,MAC,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000090,MAC,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,137,MAF,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000263,MAF,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,86,GLP,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000077,GLP,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,36,BTN,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000119,BTN,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,21,BES,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000129,BES,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,70,ESP,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000220,ESP,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,4,AIA,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000051,AIA,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,3,AGO,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000044,AGO,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,71,EST,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000141,EST,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,2,AFG,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000180,AFG,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,22,BFA,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000159,BFA,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,95,GUM,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000086,GUM,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,54,CUB,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000093,CUB,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,1,ABW,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000071,ABW,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,96,GUY,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000105,GUY,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,72,ETH,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000150,ETH,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,23,BGD,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000092,BGD,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,97,HKG,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000123,HKG,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,98,HMD,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000114,HMD,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,53,CRI,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000083,CRI,,,,Yes,2025-04-02,Draft,S980006,,,,
CL_COUNTRY_GSKS980006VD1,Country,S980006,text,99,HND,,,,,STD.CT.SDTM.20240329,2025-04-01,Draft,S2000115,HND,,,,Yes,2025-04-02,Draft,S980006,,,,
